"Sex" "Length" "Diameter" "Height" "Whole weight" "Shucked weight" "Viscera weight" "Shell weight" "Rings"
"2467" "M" 0.425 0.325 0.12 0.3755 0.142 0.1065 0.105 9
"896" "I" 0.255 0.19 0.05 0.083 0.0295 0.0215 0.027 6
"3700" "M" 0.65 0.525 0.19 1.3685 0.5975 0.296 0.4 11
"2342" "I" 0.31 0.24 0.09 0.1455 0.0605 0.0315 0.045 7
"3147" "M" 0.585 0.45 0.15 1.047 0.4315 0.276 0.315 14
"307" "I" 0.165 0.12 0.03 0.0215 0.007 0.005 0.005 3
"291" "M" 0.54 0.435 0.18 0.996 0.3835 0.226 0.325 17
"2398" "I" 0.635 0.505 0.19 1.3315 0.5805 0.252 0.435 17
"413" "F" 0.58 0.46 0.12 0.9935 0.4625 0.2385 0.28 11
"1370" "F" 0.615 0.475 0.155 1.004 0.4475 0.193 0.2895 10
"2568" "F" 0.46 0.35 0.115 0.46 0.2025 0.1115 0.1165 6
"3842" "M" 0.5 0.42 0.125 0.62 0.255 0.15 0.205 11
"601" "I" 0.535 0.42 0.145 0.926 0.398 0.1965 0.25 17
"2984" "F" 0.525 0.41 0.135 0.7905 0.4065 0.198 0.177 8
"2806" "F" 0.66 0.525 0.2 1.463 0.6525 0.2995 0.422 11
"22" "I" 0.38 0.275 0.1 0.2255 0.08 0.049 0.085 10
"3956" "I" 0.49 0.385 0.12 0.591 0.271 0.1125 0.1775 9
"4032" "I" 0.44 0.325 0.11 0.4965 0.258 0.1195 0.1075 8
"1790" "F" 0.545 0.385 0.15 1.1185 0.5425 0.2445 0.2845 9
"4048" "M" 0.62 0.485 0.145 1.003 0.4655 0.2195 0.28 11
"2043" "I" 0.385 0.28 0.1 0.2755 0.1305 0.061 0.0725 8
"3592" "F" 0.65 0.475 0.165 1.3875 0.58 0.3485 0.3095 9
"756" "M" 0.62 0.505 0.185 1.5275 0.69 0.368 0.35 13
"2392" "M" 0.37 0.29 0.09 0.241 0.11 0.045 0.069 10
"697" "I" 0.155 0.105 0.05 0.0175 0.005 0.0035 0.005 4
"1655" "I" 0.595 0.46 0.15 0.8335 0.377 0.1925 0.235 8
"2179" "F" 0.595 0.48 0.2 0.975 0.358 0.2035 0.34 15
"410" "M" 0.57 0.44 0.095 0.827 0.3395 0.2215 0.235 8
"1669" "M" 0.61 0.475 0.155 0.983 0.4565 0.228 0.266 10
"3918" "I" 0.615 0.46 0.19 1.066 0.4335 0.226 0.33 13
"2302" "F" 0.52 0.425 0.15 0.813 0.385 0.2015 0.23 10
"3300" "M" 0.605 0.485 0.175 1.145 0.4325 0.27 0.405 16
"144" "M" 0.56 0.455 0.155 0.797 0.34 0.19 0.2425 11
"570" "F" 0.41 0.32 0.115 0.387 0.165 0.1005 0.0985 11
"1407" "F" 0.655 0.52 0.19 1.4545 0.6 0.3865 0.383 10
"3644" "I" 0.47 0.345 0.12 0.3685 0.1525 0.0615 0.125 8
"2547" "I" 0.225 0.17 0.07 0.0565 0.024 0.013 0.016 4
"2476" "F" 0.59 0.455 0.165 1.161 0.38 0.2455 0.28 12
"2077" "F" 0.6 0.47 0.19 1.1345 0.492 0.2595 0.3375 10
"1905" "F" 0.575 0.465 0.175 1.099 0.4735 0.202 0.35 9
"402" "M" 0.515 0.455 0.135 0.7225 0.295 0.1625 0.235 9
"3099" "F" 0.55 0.43 0.15 0.655 0.2635 0.122 0.221 8
"1479" "M" 0.575 0.465 0.15 1.08 0.595 0.2065 0.238 9
"3867" "F" 0.525 0.43 0.165 0.717 0.289 0.1745 0.195 10
"30" "M" 0.575 0.425 0.14 0.8635 0.393 0.227 0.2 11
"1635" "F" 0.575 0.47 0.155 1.116 0.509 0.238 0.34 10
"1305" "M" 0.535 0.435 0.15 0.717 0.3475 0.1445 0.194 9
"654" "M" 0.31 0.225 0.08 0.1345 0.054 0.024 0.05 7
"3326" "M" 0.345 0.265 0.09 0.163 0.0615 0.037 0.0485 10
"2327" "M" 0.43 0.345 0.115 0.3045 0.0925 0.055 0.12 11
"1121" "M" 0.545 0.39 0.135 0.7835 0.4225 0.1815 0.156 7
"596" "I" 0.575 0.455 0.18 0.8525 0.3015 0.1825 0.3 13
"1169" "M" 0.62 0.45 0.2 0.858 0.4285 0.1525 0.2405 8
"2952" "M" 0.64 0.575 0.175 1.4585 0.625 0.266 0.4395 11
"502" "F" 0.62 0.52 0.225 1.1835 0.378 0.27 0.395 23
"2189" "M" 0.47 0.37 0.135 0.547 0.222 0.1325 0.17 12
"432" "M" 0.6 0.47 0.155 1.036 0.4375 0.196 0.325 20
"448" "M" 0.565 0.455 0.185 0.9265 0.354 0.1575 0.375 16
"3089" "I" 0.425 0.32 0.085 0.262 0.1235 0.067 0.0725 8
"1394" "M" 0.635 0.51 0.155 0.986 0.405 0.2255 0.31 10
"2633" "I" 0.415 0.315 0.1 0.3645 0.1765 0.0795 0.095 8
"721" "I" 0.16 0.11 0.025 0.018 0.0065 0.0055 0.005 3
"1879" "I" 0.545 0.425 0.14 0.8145 0.305 0.231 0.244 10
"3547" "I" 0.475 0.35 0.115 0.498 0.2375 0.099 0.14 7
"2604" "F" 0.62 0.51 0.175 1.2705 0.5415 0.323 0.3225 9
"4078" "I" 0.55 0.435 0.125 0.741 0.348 0.1585 0.206 9
"3996" "I" 0.245 0.175 0.055 0.0785 0.04 0.018 0.02 5
"518" "M" 0.28 0.2 0.08 0.0915 0.033 0.0215 0.03 5
"3465" "M" 0.635 0.495 0.155 1.3635 0.583 0.2985 0.295 10
"3990" "F" 0.67 0.52 0.195 1.8065 0.758 0.3735 0.5055 11
"1294" "I" 0.52 0.4 0.13 0.5825 0.233 0.1365 0.18 10
"1317" "M" 0.555 0.44 0.14 0.8705 0.407 0.156 0.255 9
"3320" "F" 0.705 0.555 0.2 1.4685 0.4715 0.3235 0.52 19
"3736" "M" 0.615 0.475 0.15 1.0375 0.476 0.2325 0.283 9
"481" "F" 0.7 0.585 0.185 1.8075 0.7055 0.3215 0.475 29
"3420" "M" 0.59 0.47 0.135 1.1685 0.539 0.279 0.28 8
"2866" "I" 0.315 0.235 0.075 0.1285 0.051 0.028 0.0405 4
"1953" "I" 0.64 0.49 0.135 1.1 0.488 0.2505 0.2925 10
"3037" "I" 0.55 0.445 0.145 0.783 0.3045 0.157 0.265 11
"614" "I" 0.495 0.37 0.125 0.4775 0.185 0.0705 0.169 18
"2559" "I" 0.405 0.31 0.065 0.3205 0.1575 0.066 0.088 6
"374" "F" 0.7 0.575 0.17 1.31 0.5095 0.314 0.42 14
"2231" "M" 0.555 0.43 0.165 0.7575 0.2735 0.1635 0.275 13
"3470" "F" 0.715 0.585 0.23 2.0725 0.8655 0.4095 0.565 10
"3227" "F" 0.42 0.32 0.13 0.4135 0.1645 0.106 0.119 10
"3862" "F" 0.63 0.475 0.175 1.423 0.4155 0.3385 0.49 14
"213" "F" 0.415 0.325 0.105 0.38 0.1595 0.0785 0.12 12
"3012" "I" 0.375 0.285 0.09 0.237 0.106 0.0395 0.08 8
"549" "F" 0.565 0.45 0.16 0.795 0.3605 0.1555 0.23 12
"3550" "I" 0.5 0.365 0.125 0.528 0.229 0.103 0.1645 9
"2566" "I" 0.45 0.35 0.12 0.468 0.2005 0.1065 0.1325 8
"3587" "I" 0.63 0.465 0.15 1.0315 0.4265 0.24 0.325 11
"1349" "M" 0.59 0.47 0.18 1.187 0.5985 0.227 0.31 9
"1887" "M" 0.555 0.455 0.135 0.837 0.382 0.171 0.235 9
"787" "F" 0.515 0.39 0.13 0.5755 0.1975 0.13 0.1845 9
"2127" "F" 0.5 0.4 0.125 0.5765 0.2395 0.126 0.185 10
"3176" "I" 0.51 0.405 0.12 0.61 0.229 0.131 0.235 11
"330" "I" 0.36 0.28 0.09 0.2255 0.0885 0.04 0.09 8
"97" "M" 0.535 0.435 0.15 0.725 0.269 0.1385 0.25 9
"3976" "I" 0.44 0.33 0.135 0.4095 0.163 0.1005 0.119 6
"3670" "I" 0.585 0.46 0.14 0.7635 0.326 0.153 0.265 9
"2862" "F" 0.72 0.565 0.17 1.613 0.723 0.3255 0.4945 12
"2257" "M" 0.52 0.38 0.135 0.5825 0.2505 0.1565 0.175 8
"3292" "M" 0.53 0.405 0.13 0.738 0.2845 0.17 0.193 9
"16" "M" 0.5 0.4 0.13 0.6645 0.258 0.133 0.24 12
"2277" "F" 0.62 0.48 0.23 1.0935 0.403 0.245 0.355 14
"3253" "M" 0.48 0.38 0.13 0.6175 0.3 0.142 0.175 12
"2532" "M" 0.605 0.475 0.175 1.201 0.5395 0.275 0.309 10
"3782" "M" 0.615 0.455 0.13 0.9685 0.49 0.182 0.2655 10
"2310" "M" 0.47 0.375 0.13 0.5795 0.2145 0.164 0.195 13
"994" "M" 0.58 0.455 0.15 1.012 0.4985 0.2115 0.2835 10
"2061" "M" 0.5 0.39 0.135 0.7815 0.361 0.1575 0.2385 9
"726" "F" 0.49 0.36 0.11 0.5005 0.161 0.107 0.195 17
"2044" "I" 0.395 0.295 0.1 0.293 0.14 0.062 0.082 7
"2250" "F" 0.585 0.455 0.165 0.998 0.345 0.2495 0.315 12
"3814" "I" 0.35 0.26 0.095 0.221 0.0985 0.043 0.07 8
"1049" "M" 0.71 0.565 0.205 2.198 1.012 0.5225 0.5475 11
"2971" "M" 0.69 0.515 0.18 1.8445 0.9815 0.4655 0.341 13
"1613" "I" 0.55 0.425 0.15 0.639 0.269 0.1345 0.217 9
"2254" "F" 0.645 0.5 0.2 1.4285 0.639 0.305 0.36 11
"687" "F" 0.535 0.4 0.15 0.8045 0.3345 0.2125 0.21 13
"873" "M" 0.62 0.5 0.165 1.307 0.6355 0.2545 0.315 9
"1975" "M" 0.685 0.535 0.155 1.3845 0.6615 0.2145 0.4075 10
"966" "M" 0.51 0.39 0.135 0.769 0.3935 0.1455 0.19 8
"1653" "M" 0.595 0.45 0.14 0.838 0.3965 0.194 0.217 10
"2" "M" 0.35 0.265 0.09 0.2255 0.0995 0.0485 0.07 7
"3061" "M" 0.63 0.515 0.175 1.1955 0.492 0.247 0.37 11
"3502" "M" 0.6 0.475 0.16 1.164 0.5045 0.2635 0.335 12
"1747" "M" 0.7 0.565 0.175 1.8565 0.8445 0.3935 0.54 10
"988" "M" 0.57 0.445 0.14 1.0635 0.5265 0.2195 0.24 8
"2274" "F" 0.67 0.52 0.15 1.406 0.519 0.348 0.37 13
"2848" "M" 0.625 0.5 0.13 1.082 0.5785 0.2045 0.25 8
"1401" "F" 0.65 0.59 0.22 1.662 0.77 0.378 0.435 11
"1436" "I" 0.385 0.3 0.09 0.247 0.1225 0.044 0.0675 5
"1433" "I" 0.365 0.255 0.08 0.1985 0.0785 0.0345 0.053 5
"3150" "F" 0.7 0.54 0.215 1.978 0.6675 0.3125 0.71 24
"3218" "M" 0.425 0.34 0.12 0.388 0.149 0.087 0.125 10
"3492" "M" 0.55 0.44 0.16 0.985 0.4645 0.201 0.27 8
"1258" "I" 0.43 0.34 0 0.428 0.2065 0.086 0.115 8
"956" "M" 0.495 0.395 0.135 0.6335 0.3035 0.1295 0.1495 8
"2968" "M" 0.68 0.515 0.16 1.2345 0.618 0.2625 0.325 11
"2797" "M" 0.63 0.525 0.195 1.3135 0.4935 0.2565 0.465 10
"126" "I" 0.27 0.195 0.06 0.073 0.0285 0.0235 0.03 5
"2181" "F" 0.625 0.42 0.165 1.0595 0.358 0.165 0.445 21
"3084" "I" 0.225 0.17 0.05 0.0515 0.019 0.012 0.017 4
"747" "F" 0.66 0.52 0.2 1.676 0.673 0.4805 0.45 17
"1966" "M" 0.66 0.51 0.175 1.218 0.5055 0.303 0.37 11
"1304" "F" 0.535 0.41 0.13 0.7145 0.335 0.144 0.2075 9
"3891" "M" 0.515 0.4 0.14 0.7365 0.2955 0.184 0.185 16
"4059" "F" 0.695 0.56 0.185 1.7715 0.8195 0.331 0.437 10
"310" "M" 0.57 0.435 0.145 0.9055 0.3925 0.2355 0.275 10
"3506" "M" 0.625 0.495 0.18 1.0815 0.4715 0.254 0.3135 10
"2975" "M" 0.745 0.575 0.2 1.884 0.954 0.336 0.495 12
"2596" "F" 0.595 0.465 0.15 1.0255 0.412 0.2745 0.289 11
"2118" "F" 0.375 0.29 0.08 0.282 0.1405 0.0725 0.08 7
"1323" "F" 0.56 0.445 0.155 1.224 0.5565 0.3225 0.2695 10
"3112" "I" 0.41 0.325 0.105 0.361 0.1605 0.0665 0.103 8
"3460" "M" 0.615 0.505 0.19 1.403 0.6715 0.2925 0.365 8
"3047" "M" 0.585 0.45 0.175 1.1275 0.4925 0.262 0.335 11
"759" "M" 0.57 0.44 0.155 1.116 0.4775 0.2315 0.27 13
"2901" "F" 0.55 0.435 0.14 0.745 0.347 0.174 0.2265 9
"3889" "F" 0.575 0.45 0.1 0.9315 0.431 0.222 0.235 12
"880" "F" 0.64 0.51 0.165 1.486 0.7595 0.332 0.321 8
"791" "F" 0.57 0.465 0.16 0.8935 0.3145 0.2575 0.263 10
"2594" "F" 0.595 0.47 0.155 1.1775 0.542 0.269 0.31 9
"2353" "M" 0.7 0.53 0.19 1.3185 0.548 0.233 0.42 18
"2787" "M" 0.61 0.48 0.185 1.3065 0.6895 0.2915 0.29 10
"1589" "I" 0.515 0.39 0.125 0.5705 0.238 0.1265 0.185 8
"1263" "I" 0.455 0.345 0.105 0.4005 0.164 0.0755 0.126 8
"2924" "F" 0.605 0.495 0.17 1.0915 0.4365 0.2715 0.335 13
"2703" "M" 0.68 0.52 0.165 1.4775 0.724 0.279 0.406 11
"1952" "F" 0.64 0.515 0.165 1.3115 0.4945 0.2555 0.41 10
"181" "M" 0.57 0.48 0.18 0.9395 0.399 0.2 0.295 14
"961" "M" 0.5 0.4 0.125 0.6725 0.336 0.12 0.1825 7
"3052" "M" 0.595 0.48 0.14 0.9125 0.4095 0.1825 0.289 9
"3319" "M" 0.165 0.125 0.04 0.0245 0.0095 0.0045 0.008 4
"2763" "I" 0.55 0.42 0.155 0.912 0.495 0.1805 0.205 9
"1156" "F" 0.6 0.465 0.15 1.1025 0.5455 0.262 0.25 8
"1568" "I" 0.465 0.345 0.11 0.393 0.1825 0.0735 0.12 8
"2228" "I" 0.275 0.2 0.075 0.086 0.0305 0.019 0.03 7
"2998" "F" 0.625 0.49 0.11 1.136 0.5265 0.1915 0.2925 9
"235" "I" 0.44 0.35 0.135 0.435 0.1815 0.083 0.125 12
"2416" "M" 0.4 0.315 0.105 0.287 0.1135 0.037 0.113 10
"3855" "F" 0.485 0.4 0.155 0.731 0.236 0.183 0.255 11
"2853" "F" 0.645 0.49 0.16 1.1665 0.4935 0.3155 0.299 9
"229" "F" 0.58 0.465 0.165 1.1015 0.404 0.2095 0.35 11
"4051" "M" 0.625 0.495 0.175 1.2935 0.5805 0.317 0.355 9
"1092" "I" 0.45 0.33 0.11 0.3685 0.16 0.0885 0.102 6
"513" "F" 0.49 0.38 0.145 0.6725 0.249 0.181 0.21 10
"1000" "F" 0.595 0.47 0.155 1.121 0.4515 0.178 0.155 11
"3879" "M" 0.45 0.355 0.115 0.478 0.18 0.1185 0.155 10
"3908" "I" 0.48 0.39 0.15 0.6275 0.276 0.134 0.185 13
"3277" "M" 0.485 0.385 0.125 0.4775 0.2 0.0785 0.17 12
"1054" "I" 0.185 0.13 0.045 0.029 0.012 0.0075 0.0095 4
"3683" "M" 0.62 0.5 0.18 1.3915 0.726 0.2795 0.332 11
"797" "M" 0.53 0.41 0.155 0.7155 0.2805 0.1685 0.214 11
"3949" "F" 0.53 0.4 0.165 0.772 0.2855 0.1975 0.23 12
"575" "I" 0.61 0.475 0.15 0.9665 0.4145 0.2 0.345 10
"3606" "I" 0.495 0.375 0.115 0.5755 0.31 0.1145 0.1395 8
"1435" "I" 0.375 0.28 0.085 0.3155 0.187 0.046 0.067 7
"2270" "M" 0.57 0.45 0.16 0.8615 0.3725 0.2175 0.255 12
"1504" "F" 0.63 0.49 0.225 1.336 0.6805 0.259 0.3245 10
"2540" "F" 0.675 0.555 0.205 1.925 0.713 0.358 0.4535 13
"1708" "M" 0.645 0.5 0.175 1.286 0.5645 0.288 0.386 12
"777" "M" 0.505 0.385 0.145 0.6775 0.236 0.179 0.2 15
"511" "I" 0.68 0.53 0.185 1.1095 0.439 0.245 0.34 10
"250" "I" 0.345 0.27 0.11 0.2135 0.082 0.0545 0.07 7
"2558" "I" 0.39 0.295 0.1 0.279 0.1155 0.059 0.08 7
"2198" "I" 0.405 0.305 0.105 0.3625 0.1565 0.0705 0.125 10
"1690" "M" 0.625 0.475 0.16 1.0845 0.5005 0.2355 0.3105 10
"1409" "F" 0.66 0.495 0.21 1.548 0.724 0.3525 0.3925 10
"709" "M" 0.36 0.295 0.13 0.2765 0.0895 0.057 0.1005 10
"681" "I" 0.37 0.275 0.1 0.2295 0.0885 0.0465 0.07 7
"2628" "I" 0.275 0.205 0.07 0.1055 0.495 0.019 0.0315 5
"4106" "F" 0.715 0.565 0.18 1.79 0.844 0.3535 0.5385 9
"2314" "M" 0.595 0.47 0.145 0.991 0.4035 0.1505 0.34 16
"3820" "M" 0.57 0.45 0.14 0.9275 0.477 0.1605 0.2515 8
"2894" "F" 0.535 0.445 0.125 0.8725 0.417 0.199 0.24 8
"1264" "F" 0.455 0.365 0.115 0.4305 0.184 0.108 0.1245 8
"3486" "I" 0.485 0.37 0.115 0.637 0.38 0.1335 0.128 7
"2765" "I" 0.55 0.465 0.15 0.936 0.481 0.174 0.2435 9
"414" "M" 0.545 0.44 0.12 0.8565 0.3475 0.1715 0.24 12
"2025" "M" 0.545 0.44 0.14 0.8395 0.356 0.1905 0.2385 11
"2019" "M" 0.505 0.385 0.115 0.4825 0.21 0.1035 0.1535 10
"380" "F" 0.61 0.495 0.185 1.1085 0.3705 0.3135 0.33 12
"540" "F" 0.375 0.29 0.115 0.2705 0.093 0.066 0.0885 10
"667" "M" 0.455 0.35 0.12 0.4835 0.1815 0.144 0.16 11
"1039" "M" 0.66 0.495 0.195 1.6275 0.594 0.3595 0.485 10
"3537" "I" 0.425 0.325 0.11 0.405 0.1695 0.092 0.1065 8
"2489" "M" 0.5 0.385 0.145 0.7615 0.246 0.195 0.204 14
"53" "M" 0.485 0.36 0.13 0.5415 0.2595 0.096 0.16 10
"4013" "F" 0.62 0.465 0.14 1.011 0.479 0.2385 0.255 8
"3194" "M" 0.565 0.435 0.185 1.032 0.354 0.2045 0.31 20
"1758" "F" 0.73 0.56 0.19 1.9425 0.799 0.5195 0.5655 11
"2897" "I" 0.545 0.43 0.13 0.7595 0.358 0.153 0.2055 8
"512" "F" 0.455 0.35 0.14 0.5185 0.221 0.1265 0.135 10
"1046" "M" 0.69 0.505 0.2 1.872 0.893 0.4015 0.48 10
"2950" "M" 0.635 0.515 0.16 1.2075 0.5385 0.282 0.345 11
"2818" "I" 0.33 0.225 0.075 0.187 0.0945 0.0395 0.0425 7
"1462" "M" 0.485 0.37 0.13 0.526 0.2485 0.105 0.1555 6
"2144" "M" 0.47 0.37 0.105 0.4665 0.2025 0.1015 0.155 10
"2630" "I" 0.33 0.24 0.075 0.163 0.0745 0.033 0.048 6
"1944" "F" 0.635 0.485 0.165 1.2695 0.5635 0.3065 0.3395 11
"1170" "F" 0.62 0.48 0.16 1.1125 0.5635 0.2445 0.281 8
"2507" "I" 0.375 0.3 0.075 0.144 0.059 0.03 0.044 7
"2185" "I" 0.32 0.235 0.08 0.1485 0.064 0.031 0.045 6
"2692" "F" 0.645 0.52 0.18 1.285 0.5775 0.352 0.317 9
"1354" "M" 0.6 0.48 0.155 1.014 0.451 0.1885 0.325 11
"1626" "M" 0.565 0.43 0.15 0.831 0.4245 0.1735 0.219 10
"182" "M" 0.64 0.51 0.175 1.368 0.515 0.266 0.57 21
"2005" "I" 0.375 0.275 0.085 0.22 0.109 0.05 0.0605 7
"1207" "F" 0.75 0.57 0.21 2.236 1.109 0.5195 0.545 11
"2609" "F" 0.625 0.49 0.175 1.1075 0.4485 0.2165 0.3595 8
"2145" "M" 0.455 0.35 0.105 0.401 0.1575 0.083 0.135 9
"66" "M" 0.475 0.355 0.12 0.48 0.234 0.1015 0.135 8
"835" "I" 0.445 0.325 0.1 0.378 0.1795 0.1 0.089 7
"2878" "I" 0.46 0.36 0.14 0.447 0.161 0.087 0.16 9
"3048" "M" 0.59 0.435 0.165 0.9765 0.4525 0.2395 0.235 9
"405" "I" 0.44 0.345 0.12 0.365 0.1655 0.083 0.11 7
"1909" "M" 0.575 0.475 0.145 0.857 0.3665 0.173 0.269 9
"2372" "M" 0.18 0.125 0.05 0.023 0.0085 0.0055 0.01 3
"1173" "M" 0.63 0.47 0.155 1.1325 0.589 0.211 0.287 8
"4053" "M" 0.625 0.47 0.145 1.7855 0.675 0.247 0.3245 13
"2813" "I" 0.24 0.17 0.05 0.0545 0.0205 0.016 0.0155 5
"2337" "F" 0.565 0.48 0.175 0.957 0.3885 0.215 0.275 18
"3427" "M" 0.71 0.55 0.2 1.9045 0.882 0.44 0.5 13
"3043" "I" 0.575 0.43 0.13 0.7425 0.2895 0.2005 0.22 8
"3705" "M" 0.67 0.54 0.195 1.217 0.532 0.2735 0.3315 11
"2671" "M" 0.59 0.46 0.14 1.004 0.496 0.2165 0.26 9
"728" "F" 0.48 0.375 0.105 0.525 0.2185 0.1195 0.155 12
"1652" "F" 0.595 0.435 0.15 0.9 0.4175 0.17 0.265 8
"82" "M" 0.62 0.51 0.175 1.615 0.5105 0.192 0.675 12
"1314" "M" 0.55 0.43 0.15 0.8745 0.413 0.1905 0.248 9
"3589" "M" 0.65 0.515 0.185 1.3745 0.75 0.1805 0.369 12
"1791" "F" 0.55 0.38 0.165 1.205 0.543 0.294 0.3345 10
"2705" "M" 0.7 0.525 0.175 1.7585 0.8745 0.3615 0.47 10
"1877" "I" 0.54 0.395 0.135 0.6555 0.2705 0.155 0.192 9
"1064" "I" 0.285 0.22 0.065 0.096 0.0405 0.0205 0.03 5
"2493" "F" 0.475 0.38 0.145 0.57 0.167 0.118 0.187 11
"500" "M" 0.555 0.45 0.175 0.874 0.3275 0.202 0.305 10
"1018" "F" 0.63 0.495 0.165 1.3075 0.599 0.284 0.315 11
"793" "M" 0.47 0.37 0.18 0.51 0.1915 0.1285 0.1625 9
"720" "I" 0.15 0.1 0.025 0.015 0.0045 0.004 0.005 2
"60" "F" 0.505 0.4 0.125 0.583 0.246 0.13 0.175 7
"2993" "I" 0.595 0.43 0.165 0.9845 0.4525 0.207 0.2725 8
"398" "M" 0.47 0.38 0.145 0.5865 0.2385 0.144 0.185 8
"2964" "F" 0.67 0.525 0.19 1.527 0.5755 0.353 0.44 12
"7" "F" 0.53 0.415 0.15 0.7775 0.237 0.1415 0.33 20
"898" "I" 0.265 0.195 0.06 0.092 0.0345 0.025 0.0245 6
"302" "F" 0.54 0.435 0.175 0.892 0.322 0.174 0.335 13
"3977" "I" 0.45 0.35 0.135 0.494 0.2205 0.0945 0.1405 7
"1388" "I" 0.63 0.475 0.145 1.0605 0.5165 0.2195 0.28 10
"3159" "M" 0.55 0.435 0.11 0.806 0.3415 0.203 0.215 9
"2394" "I" 0.3 0.22 0.09 0.1425 0.057 0.0335 0.043 7
"3926" "F" 0.47 0.35 0.115 0.487 0.1955 0.127 0.155 8
"3767" "F" 0.555 0.44 0.14 0.846 0.346 0.1715 0.2735 10
"350" "M" 0.61 0.48 0.15 1.2 0.56 0.2455 0.28 14
"1835" "I" 0.41 0.315 0.095 0.2805 0.114 0.0345 0.11 7
"3256" "I" 0.3 0.23 0.075 0.15 0.0605 0.042 0.045 5
"2070" "M" 0.55 0.41 0.13 0.8705 0.4455 0.2115 0.213 9
"593" "I" 0.525 0.41 0.175 0.874 0.3585 0.207 0.205 18
"1827" "I" 0.31 0.215 0.075 0.1275 0.0565 0.0275 0.036 7
"3726" "M" 0.495 0.375 0.155 0.976 0.45 0.2285 0.2475 9
"2261" "M" 0.55 0.46 0.175 0.869 0.3155 0.1825 0.32 10
"33" "M" 0.665 0.525 0.165 1.338 0.5515 0.3575 0.35 18
"2121" "M" 0.425 0.325 0.1 0.3295 0.1365 0.0725 0.11 7
"19" "M" 0.365 0.295 0.08 0.2555 0.097 0.043 0.1 7
"576" "F" 0.61 0.475 0.14 1.133 0.5275 0.2355 0.35 11
"2312" "M" 0.35 0.265 0.11 0.2965 0.1365 0.063 0.085 7
"3521" "F" 0.72 0.545 0.185 1.7185 0.7925 0.401 0.468 11
"2002" "I" 0.36 0.27 0.085 0.2185 0.1065 0.038 0.062 6
"3745" "I" 0.275 0.205 0.065 0.101 0.041 0.021 0.034 5
"2183" "M" 0.55 0.43 0.16 0.9295 0.317 0.1735 0.355 13
